STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,JURISDICTION,Jurisdiction,INDUSTRY,Industry,CARTEL_NAME,Cartel name,DD_DIM,Drilldown,DD_ID,DD ID,UNIT_MEASURE,Unit of measure,SANCTION_TYPE,Sanction type,BID_RIGGING,Bid rigging,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CARTEL_CONNOR,Cartel connor,FIRM_NUMBER,Number of firms,PER_NUMBER,Number of persons,CASE_NUMBER,Case number,CASE_LINK,Case link,AUTHORITY,Authority,START_DATE,Start date,END_DATE,End date,CARTEL_DURATION,Cartel duration,DISCOVERY_DATE,Discorevery date,DECISION_DATE,Decision date,SUBSIDIARY_NAME,Subsidiary name,PARENT_NAME,Parent name,PARENT_COUNTRY,Parent country,CURRENCY,Currency original,AMOUNT_ORIGINAL,Amount original,EXCHANGE_RATE,Exchange rate
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FIN,Finland,441,Motor Vehicle and Parts Dealers,1460,Car parts retailing,DD,Drilldown,1764,,USD,US dollar,FN,Fine,NO,No,0,,,,FALSE,,5,,NaN,,MAO: 91/09​,,https://finlex.fi/fi/oikeus/haku/?search[type]=pika&search[pika]=oikeudenk%C3%A4ynnin%20kesto&tab=mao&_offset=0,,Finnish Competition and Consumer Authority,,38070,,38502,,1.2,,2004,,2009,,Oy Arwidson Ab,,Oy Arwidson Ab,,USA,United States,EUR,Euro,0,,1.39,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,AUT,Austria,482,Rail Transportation,1512,Freight forwarding,DD,Drilldown,1845,,USD,US dollar,FN,Fine,PR,Private,198076,,,,FALSE,,5,,NaN,,"ref. 27 Kt 56, 57/14",,https://www.bwb.gv.at/news/detail/bwbk-290-geldbussenentscheidung-gegen-vier-unternehmen-der-schienengueterverkehrs-und-logistikdienst?sword_list%5B0%5D=Rail&sword_list%5B1%5D=Cargo&sword_list%5B2%5D=Logistics&sword_list%5B3%5D=Austria&sword_list%5B4%5D=GmbH%2C&sword_list%5B5%5D=PANALPINA&sword_list%5B6%5D=and&sword_list%5B7%5D=Schenker&sword_list%5B8%5D=%26&sword_list%5B9%5D=Co&sword_list%5B10%5D=AG&no_cache=1,,Federal Competition Authority of Austria,,38657,,40543,,5.238888889,,Unspecified,,2015,,Rail Cargo Logistics Austria GmbH,,ÖBB (Austrian Federal Railways),,USA,United States,EUR,Euro,184000,,1.0765,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,221,Utilities,649,Electricity and gas utilities (Spain),DD,Drilldown,2965,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"CNMC: CASE n. S/0159/09, VS/0159/09",,Unspecified,,The Spanish National Commission of Markets and Competition,,38899,,39946,,2.9,,2009,,2011,,"Gas Natural Fenosa (f/k/a Gas Natural SDG, S.A.)",,"Gas Natural Fenosa (f/k/a Gas Natural SDG, S.A.)",,ESP,Spain,EUR,Euro,12600000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,332,Fabricated Metal Product Manufacturing,742,Post-Tensioning & Geothermal Systems,DD,Drilldown,2697,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"CNMC: CASE n. S/0287/10, VS/0287/10",,Unspecified,,The Spanish National Commission of Markets and Competition,,35065,,40179,,14,,2010,,2012,,BBR Pretensados y Technicas Especiales SL/FCC,,BBR Pretensados y Technicas Especiales SL/FCC,,ESP,Spain,EUR,Euro,3300000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,483,Water Transportation,739,"Ferries, Spain-Morroco",DD,Drilldown,2712,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"CNMC: CASE n. S/0331/11, VS/0331/11 Spain: The Comisión Nacional de la Competencia fines six Shipping Groups for Cartel in Maritime Transport between Spanish Peninsula and Morocco",,Unspecified,,The Spanish National Commission of Markets and Competition,,37257,,40179,,8,,2010,,2012,,Acciona Group,,Acciona Group,,ESP,Spain,EUR,Euro,32600000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,485,Transit and Ground Passenger Transportation,1213,"Transportation, vacation, buses, Balearic Is.",DD,Drilldown,1340,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,CNMC: CASE n. S/DC/0512/14,,Unspecified,,Unspecified,,39083,,42735,,10,,2015,,2017,,"Autocares Levante, SL",,"Autocares Levante, SL",,USA,United States,EUR,Euro,63000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,325,Chemical Manufacturing,636,"Pharmaceuticals, Generic Pay-for-Delay 2",DD,Drilldown,2990,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,EC: CASE AT.39612,,Unspecified,,European Commission,,38391,,39939,,4.2,,2009,,2014,,"Krka, tovana zdravil, d.d., Novo mesto (Slovenia)",,"Krka, tovana zdravil, d.d., Novo mesto (Slovenia)",,SVN,Slovenia,EUR,Euro,13600000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,325,Chemical Manufacturing,840,Perindopril generic Pay-for-Delay,DD,Drilldown,2269,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,EC: CASE n. AT.39612 - Perindopril (Servier),,Unspecified,,European Commission,,38391,,39939,,4.2,,2009,,2014,,Niche Generics Limited,,Unichem Laboratories Ltd.,,IND,India,EUR,Euro,19000000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,333,Machinery Manufacturing,571,Truck manufacturing,DD,Drilldown,3343,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,EC: CASE n. AT.39824 - Trucks,,Unspecified,,European Commission,,35431,,40544,,14,,2010,,2016,,IVECO,,Unspecified,,_Z,Not applicable,EUR,Euro,545800000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,221,Utilities,335,"Utilities, gas and electricity",DD,Drilldown,3768,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,No official information available,,Unspecified,,European Commission,,38504,,40451,,5.3,,2005,,2010,,ENI (Ente Nazionale) SpA,,ENI (Ente Nazionale) SpA,,ITA,Italy,EUR,Euro,346000000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,SVK,Slovak Republic,237,Heavy and Civil Engineering Construction,258,"Construction, D-1 Highway",DD,Drilldown,3790,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"SK-Criminal CASE n. 2005/KH/1/137, 2006/KH/R/2/116
SK Abtimonopoly Office: press release 30/12/2013, 28/03/2014",,Unspecified,,Antimonopoly Office of the Slovak Republic,,38118,,38168,,0.1,,2006,,2016,,Betamont,,Betamont,,SVK,Slovak Republic,EUR,Euro,140000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,332,Fabricated Metal Product Manufacturing,673,Fire hydrants,DD,Drilldown,2899,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,BKA: press release 16/12/2011,,Unspecified,,Federal Cartel Office,,34700,,39447,,13,,2007,,2011,,AVK Mittelmann Armaturen GmbH,,AVK Holding A/S,,DNK,Denmark,EUR,Euro,3360000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,513,Publishing Industries,1025,E-Books 2,DD,Drilldown,582,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"EC: CASE n. AT.40153 - E-book MFNs and related matters (Amazon)
CA Competition Bureau: press release 20/01/2015, 23/06/2015, 10/06/2016, 20/01/2017, 09/01/2018",,Unspecified,,Unspecified,,41791,,42860,,2.9,,2015,,2017,,Amazon,,Amazon,,USA,United States,EUR,Euro,0,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,332,Fabricated Metal Product Manufacturing,612,"Cable, electric power, Seoul Subway",DD,Drilldown,3052,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,No official information was available.,,Unspecified,,Korea Fair Trade Commission,,37622,,38718,,3,,2006,,2011,,Dae Won Cable Co,,Dae Won Cable Co,,KOR,Korea,KRW,Won,134000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,327,Nonmetallic Mineral Product Manufacturing,738,Silicates,DD,Drilldown,2719,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Administrative Procedure No. 08700.006681 / 2015-29. Cease and desist agreement.,,Unspecified,,Administrative Council for Economic Defense,,36161,,40909,,13,,2012,,2015,,DAV Química do Brasil,,DAV Química do Brasil,,BRA,Brazil,BRL,Brazilian real,190000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,237,Heavy and Civil Engineering Construction,618,"Construction, Steel Pilings",DD,Drilldown,3022,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"CR107Mar11; 
CR107Mar11/CON018May13;  CR107Mar11/SA020Apr18;  CR107Mar11/SA164Oct15; CR107Mar11/AME028May13; CR107Mar11/SA108Sep16; CR107Mar11/JOI119Nov11",,Unspecified,,Competition Commission of South Africa,,38519,,40575,,5.6,,2011,,2013,,Esorfranki Ltd.,,Esorfranki Ltd.,,ZAF,South Africa,ZAR,Rand,15200,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,333,Machinery Manufacturing,799,"Auto parts, ignition coils and alternators",DD,Drilldown,2398,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Korea: KFTC Official Press Release 30th December 2013,,Unspecified,,Korea Fair Trade Commission,,36526,,40210,,10.1,,2013,,2013,,Yura Tech,,Yura Tech,,KOR,Korea,KRW,Won,380000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,333,Machinery Manufacturing,821,"Auto parts, valve timing controls",DD,Drilldown,2335,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Korea: KFTC Official Press Release 7th November 2017,,Unspecified,,Korea Fair Trade Commission,,36526,,40210,,10.1,,2013,,2012,,Delphi Powertrain Systems Korea Ltd.,,Delphi Technologies PLC,,GBR,United Kingdom,KRW,Won,3040,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CAN,Canada,333,Machinery Manufacturing,801,"Auto parts, switches (steering, wiper, etc.)",DD,Drilldown,2393,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Unspecified,,Unspecified,,The Competition Bureau Canada,,37865,,40210,,6.4,,2009,,2013,,Sanyo Electric,,Panasonic Corp.,,JPN,Japan,CAD,Canadian dollar,4234700,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ARG,Argentina,424,"Merchant Wholesalers, Nondurable Goods",1157,"Gas, Liquified petroleum (LPG), San Carlos",DD,Drilldown,1137,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,35796,,36557,,2.1,,2000,,Unspecified,,Cooperativa de Obras Servicios Publicos,,Cooperativa de Obras Servicios Publicos,,USA,United States,ARS,Argentine peso,34300,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,GBR,United Kingdom,813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1041,Modelling agencies,DD,Drilldown,640,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,CMA: CASE n. CE/9859-14,,Unspecified,,Unspecified,,41365,,42086,,2,,2015,,2016,,Association of Model Agents,,Association of Model Agents,,USA,United States,GBP,Pound sterling,3000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,914,"AndroGel, pay-for-delay",DD,Drilldown,180,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"US-Civil CASE n. 1:09-cv-955-, 2:14-cv-05151-HB
FTC: press release 08/09/2014, 23/01/2017, 29/06/2018, 19/02/2019, 28/02/2019",,Unspecified,,Unspecified,,38718,,42005,,9,,2009,,Unspecified,,"AbbVie Products LLC (formerly, Abbot Laboratories and Solvay)",,AbbVie Products LLC,,USA,United States,USD,US dollar,0,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,IDN,Indonesia,326,Plastics and Rubber Products Manufacturing,956,Tire manufacturing,DD,Drilldown,336,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,"KPPU - DECISION KPPU No. 08/KPPU- I/2014
Jakarta District Court -  CASE 70/Pdt.Sus-KPPU/2015/PN.Jkt.Pst 
Supreme Court - CASE Number 221 K/pdt.Sus-KPPU/2016 - CASE Number 167-PK/Pdt.Sus-KPPU/2017",,Unspecified,,Unspecified,,39814,,40909,,3,,2014,,2015,,ElangPerdana Tyre Industry,,ElangPerdana Tyre Industry,,USA,United States,IDR,Rupiah,2022730,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,SAU,Saudi Arabia,312,Beverage and Tobacco Product Manufacturing,899,Soft Drink Bottling,DD,Drilldown,122,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,SA General Authority for Competition: resolution n. 49/2009 (https://gac.gov.sa/ComplaintsViolators_en.aspx),,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2014,,Abdel Hadi Abdulla Al-Qahtani & Sons Company,,Abdel Hadi Abdulla Al-Qahtani & Sons Company,,USA,United States,SAR,Saudi riyal,3990000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CAN,Canada,519,"Web Search Portals, Libraries, Archives, and Other Information Services",593,"E-Books 1 (electronic book publishing, best-sellers)",DD,Drilldown,3222,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Unspecified,,Unspecified,,The Competition Bureau Canada,,39818,,40544,,2,,2010,,2011,,Unspecified,,Unspecified,,_Z,Not applicable,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,923,Nuvigil generic pay-for-delay,DD,Drilldown,221,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,40909,,42370,,4,,2008,,Unspecified,,Actavis Inc. (f/k/a Watson Pharmaceuticals) ,,Actavis Inc. (f/k/a Watson Pharmaceuticals) ,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,325,Chemical Manufacturing,428,Potash & potassium chloride exports,DD,Drilldown,3671,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,US-Civil CASE n. 08 C 6910,,Unspecified,,US - Civil case,,37803,,41304,,9.6,,2008,,2012,,Agrium U.S. Inc.,,"Agrium, Inc.",,CAN,Canada,USD,US dollar,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CAN,Canada,522,Credit Intermediation and Related Activities,1123,"Bank, currency conversion fees, charge cards",DD,Drilldown,1017,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,2014 SCC 55 - CASE CITATION Details of the class action extracted from the supreme court judgement the lower court original DECISION not found,,Unspecified,,Unspecified,,36633,,37653,,2.8,,2003,,2009,,Citigroup Inc.,,Citigroup Inc.,,USA,United States,CAD,Canadian dollar,1470000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EST,Estonia,312,Beverage and Tobacco Product Manufacturing,1243,Vodka,DD,Drilldown,1461,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,10,,Estonia Comp Authority press release June 2017,,Unspecified,,The Estonian Competition Authority,,39965,,40025,,0.2,,2012,,2017,,AS Prisma Peremarket,,Suomen Osuuskauppojen Keskuskunta Oy,,USA,United States,EUR,Euro,1200000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BEL,Belgium,333,Machinery Manufacturing,1103,"Batteries, industrial",DD,Drilldown,959,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,4,,BCA: CASE n. BMA-2016-I/O-04-AUD,,Unspecified,,Unspecified,,38047,,41730,,10.1,,2016,,2016,,Battery Supplies NV,,Battery Supplies NV,,USA,United States,EUR,Euro,570000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,COL,Colombia,322,Paper Manufacturing,982,"Paper, toilet, towels, and face",DD,Drilldown,402,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,23,,"SIC resolucion 31739, May 2016 - resolucion 69906, October 2016",,Unspecified,,Unspecified,,36526,,41275,,13,,2015,,Unspecified,,Cartones y Papeles de Risaralda - C. Y P. R. S.A.,,Cartones y Papeles de Risaralda - C. Y P. R. S.A.,,USA,United States,COP,Colombian peso,1099430,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,MEX,Mexico,311,Food Manufacturing,1057,"Poultry meat, Mexico City",DD,Drilldown,699,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,5,,"COFECE: ""Análisis de casos "" (March 2016) (https://www.cofece.mx/investigacion-y-sancion-a-colusion-en-la-industria-avicola/)",,Unspecified,,Unspecified,,39682,,40124,,1.2,,2009,,2013,,"Avícola Pilgrim’s Pride de México, S.A. de C.V. (currently, Comercializadora de Carnes de Mexico, S.A. de C.V.)",,Pilgrim’s Pride Corp.,,USA,United States,MXN,Mexican peso,2130000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,522,Credit Intermediation and Related Activities,1162,Mobile credit services,DD,Drilldown,1145,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,6,,16,,CADE: press release 18/06/2018,,Unspecified,,Unspecified,,39083,,40148,,2.9,,2016,,2016,,Beira Mar Participações Ltda,,Beira Mar Participações Ltda,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,484,Truck Transportation,784,"Transport, chemicals, East, No. & W. France",DD,Drilldown,2490,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,6,,Unspecified,,Unspecified,,"Bka: https://www.bundeskartellamt.de/SharedDocs/Meldung/EN/Pressemitteilungen/2012/15_03_2012_Chemiegro%C3%9Fhandel.html, https://www.bundeskartellamt.de/SharedDocs/Meldung/EN/Pressemitteilungen/2010/07_12_2010_Chemiegro%C3%9Fhandel.html",,French Competition Authority,,35796,,38534,,7.5,,2007,,2013,,Brenntag AG & DBML,,Brenntag AG & DBML,,DEU,Germany,EUR,Euro,61680000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,TUR,Türkiye,327,Nonmetallic Mineral Product Manufacturing,1455,Aegean Region Producers,DD,Drilldown,1751,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,6,,NaN,,16-02/44-14,,https://www.rekabet.gov.tr/Karar?kararId=2c0729a9-db6b-464c-a3ed-6ad64a4c0b8c,,Turkish Competition Authority,,41275,,42004,,2.025,,Unspecified,,2014,,As Çimento,,Controlled by Adem Sak,,USA,United States,TRY,Turkish lira,Unspecified,,0.42287,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,CZE,Czechia,236,Construction of Buildings,1504,"Construction, hatchery",DD,Drilldown,2213,,USD,US dollar,FN,Fine,PU,Public,55715.3018,,,,FALSE,,6,,NaN,,ÚOHS-S0421/2016/KD-15763/2018/852/LDu,,https://uohs.gov.cz/download/sbirky_rozhodnuti/dokumenty/2016_S0421.pdf,,Office for the Protection of Competition,,40774,,40805,,0.086111111,,2016,,2018,,"Dřevotvar – Řemesla a Stavby, s.r.o.",,"Dřevotvar – Řemesla a Stavby, s.r.o.",,CZE,Czechia,CZK,Czech koruna,1271000,,0.0438358,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,PRT,Portugal,622,Hospitals,1577,Private hospital healthcare services,DD,Drilldown,5687,,USD,US dollar,FN,Fine,NO,No,104657.3982,,,,FALSE,,6,,NaN,,PRC/2019/2,,https://extranet.concorrencia.pt/PesquisAdC/PRC_OR_INC_OR_PCC_Page.aspx?IsEnglish=True&Ref=PRC_2019_2,,Competition Authority,,41640,,43466,,5,,2019,,2022,,APHP - Associação Portuguesa de Hospitalização Privada,,APHP,,FRA,France,EUR,Euro,100000,,1.046573982,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,325,Chemical Manufacturing,1562,Styrene monomer cartel,DD,Drilldown,5645,,USD,US dollar,FN,Fine,NO,No,0,,,,FALSE,,6,,NaN,,AT.40547,,"AT.40547
https://competition-cases.ec.europa.eu/cases/AT.40547 ",,European Commission,,41030,,43281,,6.2,,2017,,2022,,INEOS,,INEOS Group Limited,,GBR,United Kingdom,EUR,Euro,0,,1.03548,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,POL,Poland,481,Air Transportation,1526,Bid rigging in air,DD,Drilldown,1930,,USD,US dollar,FN,Fine,PR,Private,496966.0822,,,,FALSE,,6,,NaN,,PR 20/01/2020,,https://www.uokik.gov.pl/news.php?news_id=16133,,Office of Competition and Consumer Protection,,41640,,42369,,2.025,,Unspecified,,2020,,Airbus Poland S.A.,,Airbus SE,,USA,United States,PLN,Zloty,1867591.44,,0.2661,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,331,Primary Metal Manufacturing,1399,Steel manufacturing price fixing,DD,Drilldown,1664,,USD,US dollar,FN,Fine,NO,No,34856281.12,,,,FALSE,,6,,NaN,,Resolution No. 2018-369,,https://case.ftc.go.kr/ocp/co/openDocView.do?docTy=LTFR&docId=20190319133300601088&docCnvrMnNo=6273&id=OCPLTFR20165151021740,,Korea Fair Trade Commission,,42125,,42735,,1.694444444,,2017,,2018,,Hyunday Steel Co Ltd,,Hyunday Steel Co Ltd,,USA,United States,KRW,Won,39247000000,,0.000888126,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,483,Water Transportation,1327,Maintenance services for sea-going vessels,DD,Drilldown,1598,,USD,US dollar,FN,Fine,NO,No,84115.9754,,,,FALSE,,6,,NaN,,press release 30/01/2019,,https://www.consiliulconcurentei.ro/en/comunicate/the-competition-council-sanctioned-six-companies-with-fines-of-e2-million-for-anticompetitive-agreements/,,Romanian Competition Council,,Unspecified,,Unspecified,,Unspecified,,2015,,2019,,Space Electronics Ltd.,,Space Electronics Ltd.,,USA,United States,RON,Romanian leu,342607.54,,0.245517,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,111,Crop Production,1300,Liquid fertilisers,DD,Drilldown,1579,,USD,US dollar,FN,Fine,NO,No,121691.1,,,,FALSE,,6,,NaN,,DECISION n° 18-D-26,,https://www.autoritedelaconcurrence.fr/sites/default/files/commitments//18d26.pdf,,French Competition Authority,,40179,,41639,,4.055555556,,2014,,2018,,C.I.S,,C.I.S,,USA,United States,EUR,Euro,107000,,1.1373,
