STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,JURISDICTION,Jurisdiction,INDUSTRY,Industry,CARTEL_NAME,Cartel name,DD_DIM,Drilldown,DD_ID,DD ID,UNIT_MEASURE,Unit of measure,SANCTION_TYPE,Sanction type,BID_RIGGING,Bid rigging,OBS_VALUE,Observation value,OBS_STATUS,Observation status,CARTEL_CONNOR,Cartel connor,FIRM_NUMBER,Number of firms,PER_NUMBER,Number of persons,CASE_NUMBER,Case number,CASE_LINK,Case link,AUTHORITY,Authority,START_DATE,Start date,END_DATE,End date,CARTEL_DURATION,Cartel duration,DISCOVERY_DATE,Discorevery date,DECISION_DATE,Decision date,SUBSIDIARY_NAME,Subsidiary name,PARENT_NAME,Parent name,PARENT_COUNTRY,Parent country,CURRENCY,Currency original,AMOUNT_ORIGINAL,Amount original,EXCHANGE_RATE,Exchange rate
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,335,"Electrical Equipment, Appliance, and Component Manufacturing",1521,Household appliances,DD,Drilldown,1915,,USD,US dollar,FN,Fine,NO,No,26157900,,,,FALSE,,6,,NaN,,15/0065 F and 16/0071 F,,https://www.autoritedelaconcurrence.fr/sites/default/files/commitments/18d24.pdf,,French Competition Authority,,38967,,39913,,2.627777778,,2012,,2018,,BSH ElectromÃ©nager,,BSH HausgerÃ¤te GmbH,,USA,United States,EUR,Euro,23000000,,1.1373,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,236,Construction of Buildings,1089,"Construction, modular buildings, ES",DD,Drilldown,911,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,CNMC: CASE n. S/0481/13,,Unspecified,,Unspecified,,39448,,41791,,6.4,,2014,,2015,,"Alquibalat, SL",,Unspecified,,USA,United States,EUR,Euro,391000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,LVA,Latvia,424,"Merchant Wholesalers, Nondurable Goods",962,Importing VW cars,DD,Drilldown,347,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,LCC: press release 20/01/2015,,Unspecified,,Unspecified,,40179,,41640,,4,,2014,,2015,,SIA RIPO AUTOCENTRS,,SIA RIPO AUTOCENTRS,,USA,United States,EUR,Euro,90380,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,332,Fabricated Metal Product Manufacturing,496,"Steel, long (rebars, rods & sections)",DD,Drilldown,3531,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,Sanews: press release 22/08/2016,,Unspecified,,Competition Commission of South Africa,,33604,,38657,,13.8,,2008,,2016,,ArcelorMittal SA,,ArcelorMittal SA,,LUX,Luxembourg,ZAR,Rand,110500000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ZAF,South Africa,312,Beverage and Tobacco Product Manufacturing,314,"Milk, fresh and UHT, farm and retail",DD,Drilldown,3783,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,No official information available,,Unspecified,,Competition Commission of South Africa,,Unspecified,,39058,,Unspecified,,2006,,2011,,Woodlands Dairy,,Woodlands Dairy,,ZAF,South Africa,ZAR,Rand,100000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,JPN,Japan,333,Machinery Manufacturing,803,"Auto parts, high-intensity-discharge ballasts",DD,Drilldown,2387,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,Japan: JFTC Official Press Release 22nd March 2013,,Unspecified,,Japan Fair Trade Commission ,,35977,,40210,,11.6,,2013,,2013,,Ichikoh Industries Ltd.,,Valeo SA,,FRA,France,JPY,Yen,11874000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,IND,India,327,Nonmetallic Mineral Product Manufacturing,1189,"Cement, Haryana State",DD,Drilldown,1272,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,CCI: CASE No. 05 of 2013,,Unspecified,,Unspecified,,40909,,41244,,0.9,,2017,,2017,,J K Cement Ltd.,,J K Cement Ltd.,,USA,United States,INR,Indian rupee,1360000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BEL,Belgium,311,Food Manufacturing,975,"Chocolate, Nutella, distribution",DD,Drilldown,367,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,37257,,39448,,6,,2008,,Unspecified,,Establissementen Franz Colruyt N.V.,,Establissementen Franz Colruyt N.V.,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BEL,Belgium,311,Food Manufacturing,976,Chocolate manufacturing,DD,Drilldown,374,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,37257,,39448,,6,,2008,,Unspecified,,Anonymous parent company,,Anonymous parent company,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,237,Heavy and Civil Engineering Construction,930,Federal Creosote Superfund Cleanup,DD,Drilldown,249,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,7,,10,,"US-Criminal CASE n. 2:08-cr-00522-JAG, 2:08-cr-00534-JAG
DOJ: press release n. 09-185, 13-1107, 14-1279
PaRR: news article (https://app.parr-global.com/CASEs/view/112278)",,Unspecified,,Unspecified,,36861,,40269,,9.3,,2007,,2008,,Bennett Environmental Inc. (BEI),,Bennett Environmental Inc. (BEI),,USA,United States,USD,US dollar,2660000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",263,Private equity buyouts,DD,Drilldown,3789,,USD,US dollar,PA,Private action,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,7,,Unspecified,,US-Civil CASE n. 07-cv-12388,,https://app.parr-global.com/intelligence/view/prime-1868732#; https://app.parr-global.com/intelligence/view/prime-1854450#,,US - Civil case,,37622,,39083,,4,,2006,,2014,,Unspecified,,Unspecified,,_Z,Not applicable,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,488,Support Activities for Transportation,1481,Harbour towage service providers,DD,Drilldown,1800,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,FALSE,,7,,NaN,,B9-44/14​,,https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2018/B9-44-14.html,,Federal Cartel Office,,36526,,41295,,13.24722222,,2014,,2017,,Unterweser Reederei GmbH (URAG),,Unterweser Reederei GmbH (URAG),,USA,United States,EUR,Euro,0,,1.19102,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,MEX,Mexico,484,Truck Transportation,1445,Cash transport,DD,Drilldown,1713,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,FALSE,,7,,19,,COFECE-053-2018,,https://www.cofece.mx/wp-content/uploads/2018/11/COFECE-053-2018-English.pdf,,Federal Economic Competition Commission,,38353,,40908,,7.097222222,,2015,,2018,,Compañía Mexicana de Traslado de Valores (Cometra),,Cometra,,USA,United States,MXN,Mexican peso,Unspecified,,0.0492887,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,451,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",1612,Book Supply,DD,Drilldown,5498,,USD,US dollar,FN,Fine,PU,Public,1253773.6,,,,FALSE,,7,,NaN,,PR August 2024,,https://www.consiliulconcurentei.ro/comunicate/consiliul-concurentei-a-sanctionat-6-companii-si-o-asociatie-active-pe-piata-furnizarii-de-carte-cu-59-milioane-lei/,,Romanian Competition Council,,42736,,44196,,4.055555556,,2021,,2024,,NEMIRA PUBLISHING HOUSE S.R.L.,,NEMIRA PUBLISHING HOUSE S.R.L.,,ROU,Romania,RON,Romanian leu,5900000,,0.212504,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,PRT,Portugal,561,Administrative and Support Services,1576,Surveilance and human security services,DD,Drilldown,5680,,USD,US dollar,FN,Fine,PU,Public,5999377.851,,,,FALSE,,7,,NaN,,PRC/2019/4,,https://extranet.concorrencia.pt/PesquisAdC/PRC_OR_INC_OR_PCC_Page.aspx?IsEnglish=True&Ref=PRC_2019_4 ,,Competition Authority,,39849,,43899,,11.1,,2019,,2022,,2045 Empresa de Segurança,,2046 Empresa de Segurança,,PRT,Portugal,EUR,Euro,5960000,,1.006607022,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,AUT,Austria,326,Plastics and Rubber Products Manufacturing,979,"Insulation, polystyrene, mfg. and distribution",DD,Drilldown,395,,USD,US dollar,FN,Fine,NO,No,246000,,,,TRUE,,7,,Unspecified,,"BWB: CASE n. 25 Kt 52/14, 29 Kt 15/14, 27 Kt 32/13, 27 Kt 75,76,77/11, 27 Kt 57/12, 27 Kt 49/12, & 27 Kt 38/12",,Unspecified,,Unspecified,,39814,,40544,,2,,2011,,2014,,Austrotherm,,Austrotherm,,USA,United States,EUR,Euro,187500,,0.753602,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,622,Hospitals,1331,"Medical services, private maternity hospitals",DD,Drilldown,1623,,USD,US dollar,FN,Fine,NO,No,27898.4553,,,,FALSE,,7,,NaN,,press release 01/04/2018,,https://www.consiliulconcurentei.ro/en/comunicate/the-competition-council-santioned-5-medical-centers-and-2-stem-cells-banks/,,Romanian Competition Council,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,2018,,Arcadia Hospital,,Arcadia Hospital,,USA,United States,RON,Romanian leu,113700,,0.245369,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,311,Food Manufacturing,1525,Applesauce cartel,DD,Drilldown,1923,,USD,US dollar,FN,Fine,NO,No,15183954.5,,,,FALSE,,7,,NaN,,19-D-24,,https://www.autoritedelaconcurrence.fr/sites/default/files/integral_texts/2019-12/19d24.pdf,,French Competition Authority,,40452,,41659,,3.352777778,,2014,,2019,,Materne,,Materne,,USA,United States,EUR,Euro,13585000,,1.1177,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,484,Truck Transportation,436,"Freight forwarding, road haulage",DD,Drilldown,3652,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,S/0120/08 & VS/0120/08 (Spain CNC),,Unspecified,,The Spanish National Commission of Markets and Competition,,36802,,39770,,8.1,,2008,,2010,,BCN Aduanas y Transportes and Bofill Arnán,,BCN Aduanas y Transportes and Bofill Arnán,,ESP,Spain,EUR,Euro,1600000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,326,Plastics and Rubber Products Manufacturing,541,"Plastic packing, fruit & veg.",DD,Drilldown,3433,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,"CNMC: CASE n. S/0251/10, VS/0251/1",,Unspecified,,The Spanish National Commission of Markets and Competition,,36161,,38657,,6.8,,2010,,2011,,ILPA S.r.l.,,ILPA S.r.l.,,ITA,Italy,EUR,Euro,1400000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,481,Air Transportation,577,"Freight forwarders, intl. air, NES fee",DD,Drilldown,3326,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,EC: CASE n. AT.39462 - Freight forwarding,,Unspecified,,European Commission,,37530,,39356,,5,,2007,,2010,,Kühne+Nagel International AG,,Kühne+Nagel International AG,,CHE,Switzerland,EUR,Euro,7000000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,481,Air Transportation,579,"Freight forwarders, intl. air Hong Kong exports",DD,Drilldown,3307,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,EC: CASE n. AT.39462 - Freight forwarding,,Unspecified,,European Commission,,38504,,39356,,2.3,,2007,,2010,,Agility Public Warehousing Company K.S.C.P.,,Agility Public Warehousing Company K.S.C.P.,,KWT,Kuwait,EUR,Euro,3540000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,312,Beverage and Tobacco Product Manufacturing,555,"Coffee, roasted 2, foodservice",DD,Drilldown,3386,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,"BKA: CASE n. B11-19/08, press release 09/06/2010",,Unspecified,,Federal Cartel Office,,35431,,39448,,11,,2009,,2010,,Seeberger KG,,Seeberger KG,,DEU,Germany,EUR,Euro,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NLD,Netherlands,111,Crop Production,771,Onion Sets,DD,Drilldown,2528,,USD,US dollar,FN,Fine,PR,Private,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,Nma: press release 04/02/2013,,Unspecified,,The Netherlands Authority for Consumers and Markets ,,39814,,40178,,1,,2010,,2012,,A.C. Mosselman B.V.,,A.C. Mosselman B.V.,,NLD,Netherlands,EUR,Euro,500000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,FRA,France,332,Fabricated Metal Product Manufacturing,1129,"Steel, wire mesh, Reunion Is.",DD,Drilldown,1063,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,FCA: CASE n. 16-D-09,,Unspecified,,Unspecified,,38504,,40603,,5.8,,2016,,2016,,Mer Union NV,,Mer Union NV,,USA,United States,EUR,Euro,23000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,NLD,Netherlands,423,"Merchant Wholesalers, Durable Goods",1253,"Batteries, industrial, imports, lead surcharge",DD,Drilldown,1477,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,"NMa: CASE n. 7615
NMa: press release 05/07/2017, 09/08/2017",,Unspecified,,Unspecified,,38001,,41547,,9.7,,2011,,2017,,"Vereniging van Fabrikanten en Handelaren in Bouwmachines, Magazijninrichtingen,",,"Vereniging van Fabrikanten en Handelaren in Bouwmachines, Magazijninrichtingen,",,USA,United States,EUR,Euro,128540,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ROU,Romania,311,Food Manufacturing,807,"Sunflower oil, processing & disribution",DD,Drilldown,2377,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,CPC: CASEs n. 844/11.07.2013; 898/17.07.2013;  1261/25.09.2013,,Unspecified,,Romanian Competition Council,,41447,,41477,,0.1,,2013,,2013,,E and E Commerce and Delivery Ltd.,,E and E Commerce and Delivery Ltd.,,ROU,Romania,RON,Romanian leu,106000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,332,Fabricated Metal Product Manufacturing,611,"Cable, electric power, Busan Construction",DD,Drilldown,3058,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,No information available,,Unspecified,,Korea Fair Trade Commission,,37622,,38718,,3,,2006,,2011,,Dae Won Cable Co,,Dae Won Cable Co,,KOR,Korea,KRW,Won,89000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,339,Miscellaneous Manufacturing,621,Baby Equipment,DD,Drilldown,3021,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,Unspecified,,Unspecified,,Department of Justice Antitrust Division,,36161,,40908,,13,,2009,,2011,,"Babies ""R"" Us",,"Toys ""R"" Us",,USA,United States,USD,US dollar,1300000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,BRA,Brazil,325,Chemical Manufacturing,900,Generic Drugs Pay-for-Delay,DD,Drilldown,128,,USD,US dollar,FN,Fine,PU,Public,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,36161,,41640,,15,,2001,,Unspecified,,E. Merck KgaA    ,,E. Merck KgaA    ,,USA,United States,BRL,Brazilian real,1800000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,HUN,Hungary,325,Chemical Manufacturing,916,"Auto Refinishing Paints, imports",DD,Drilldown,186,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,GVH: CASE n. VJ/2/2010,,Unspecified,,Unspecified,,35796,,41852,,16.6,,2014,,2014,,ALAMI Kereskedelmi és Ipari Kft.,,ALAMI Kereskedelmi és Ipari Kft.,,USA,United States,HUF,Forint,751000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,KOR,Korea,332,Fabricated Metal Product Manufacturing,1176,"Cable, unshielded twisted pair",DD,Drilldown,1232,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,KFTC: press release 06/09/2016,,Unspecified,,Unspecified,,39448,,41275,,5,,2016,,2016,,Cosmolink,,Cosmolink,,USA,United States,KRW,Won,998000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,HUN,Hungary,322,Paper Manufacturing,1019,"Paper, household",DD,Drilldown,556,,USD,US dollar,_X,Unspecified,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,Unspecified,,Unspecified,,Unspecified,,40179,,42095,,5.2,,2015,,Unspecified,,Dm-Drogerie Markt Kereskedelmi Es Szolgaltato Korlatolt Felelossegu Tarsasag,,Dm-Drogerie Markt Kereskedelmi Es Szolgaltato Korlatolt Felelossegu Tarsasag,,USA,United States,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,327,Nonmetallic Mineral Product Manufacturing,759,Drywall (a/k/a Sheetrock),DD,Drilldown,2543,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,"Domestic Drywall Litigation, 13-md-02437 in US",,Unspecified,,US - Civil case,,40909,,41305,,1.1,,2012,,2014,,Unspecified,,Unspecified,,_Z,Not applicable,_X,Unspecified,Unspecified,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,USA,United States,322,Paper Manufacturing,574,Containerboard 2,DD,Drilldown,3333,,USD,US dollar,PA,Private action,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,8,,Unspecified,,US-Civil CASE n. 1:10-cv-05711,,Unspecified,,US - Civil case,,38032,,40490,,6.7,,2010,,2017,,Saint-Gobain Group,,Saint-Gobain Group,,FRA,France,USD,US dollar,195900000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,LTU,Lithuania,456,Health and Personal Care Retailers,1588,Pharmaceutical price cap,DD,Drilldown,2139,,USD,US dollar,FN,Fine,NO,No,2895042.88,,,,FALSE,,8,,NaN,,2022 m. gruodžio 9 d.,,https://www.lrs.lt/sip/portal.show?p_r=40089&p_k=1,,Competition Council of the Republic of Lithuania,,42891,,43282,,1.086111111,,2018,,2022,,"EVD, UAB",,Euroapotheca,,USA,United States,EUR,Euro,2746720,,1.054,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,DEU,Germany,332,Fabricated Metal Product Manufacturing,1284,"Rails, switches and sleepers (track superstructure)",DD,Drilldown,1530,,USD,US dollar,FN,Fine,PR,Private,1695824,,,,FALSE,,8,,NaN,,"B12 – 16/12, B12 – 19/12",,https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2013/B12-16-11_B12-19-12.html,,Federal Cartel Office,,36892,,40693,,10.55833333,,2011,,2013,,Betzler Eisenbahntechnik GmbH,,Betzler Eisenbahntechnik GmbH,,USA,United States,EUR,Euro,1240000,,1.3676,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,ESP,Spain,325,Chemical Manufacturing,592,Professional Haircare products,DD,Drilldown,3223,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,9,,Unspecified,,"ES: CNC: DECISION S/0086/08; 
ES Court: DECISION VS/0086/08",,Unspecified,,The Spanish National Commission of Markets and Competition,,32547,,39506,,19.1,,2008,,2011,,Cosmetica Cosbar (Montibello),,Cosmetica Cosbar (Montibello),,ESP,Spain,EUR,Euro,3500000,,Unspecified,
DATAFLOW,OECD.DAF.COMP:DSD_CARTEL_QDD@DF_QDD_CARTEL(1.0),The OECD International Cartels Database (microdata),I,EU,European Union,332,Fabricated Metal Product Manufacturing,336,"Hardware, window & door",DD,Drilldown,3758,,USD,US dollar,FN,Fine,NO,No,,,L,Missing value; data exist but were not collected,TRUE,,9,,Unspecified,,EC: CASE n. COMP/39.452 - Mountings for windows and window-doors,,Unspecified,,European Commission,,36480,,39266,,7.6,,2007,,2012,,Alban Giacomo SpA (AGB),,Alban Giacomo SpA (AGB),,ITA,Italy,EUR,Euro,3730000,,Unspecified,
